Id,Idade,Genero,Item_Comprado,Valor_Compra(R$),Forma_Pagamento,Compras_Anteriores,Frequencia_Compras
1926,59,Masculino,Tenis,32.0,Venmo,44,Quinzenal
1927,66,Masculino,Mochila,93.0,Venmo,6,Anual
1928,40,Masculino,Calca,29.0,Cartao de Debito,8,A cada 3 meses
1929,25,Masculino,Óculos de Sol,92.0,PayPal,10,Semanal
1930,59,Masculino,Jeans,33.0,Cartao de Debito,46,Trimestral
1931,66,Masculino,Calca,52.0,Transferencia Bancaria,26,Semanal
1932,54,Masculino,Joias,42.0,PayPal,6,A cada 3 meses
1933,42,Masculino,Agasalho,36.0,Dinheiro,47,A cada 3 meses
1934,48,Masculino,Sandalias,67.0,Dinheiro,28,Anual
1935,34,Masculino,Jaqueta,43.0,Cartao de Debito,23,Anual
1936,19,Masculino,Blusa,68.0,Cartao de Debito,45,Quinzenal
1937,70,Masculino,Joias,60.0,PayPal,44,A cada 3 meses
1938,43,Masculino,Meias,53.0,Venmo,11,Mensal
1939,46,Masculino,Jeans,23.0,Transferencia Bancaria,39,Duas vezes/semana
1940,66,Masculino,Luvas,57.0,Transferencia Bancaria,20,A cada 3 meses
1941,50,Masculino,Bone,89.0,Venmo,48,Quinzenal
1942,55,Masculino,Sapato,99.0,PayPal,46,Trimestral
1943,63,Masculino,Calca,28.0,Cartao de Credito,22,Mensal
1944,32,Masculino,Meias,53.0,Cartao de Debito,45,Anual
1945,30,Masculino,Agasalho,45.0,Cartao de Debito,49,A cada 3 meses
1946,35,Masculino,Agasalho,38.0,Cartao de Debito,9,A cada 3 meses
1947,59,Masculino,Calca,49.0,Transferencia Bancaria,41,Trimestral
1948,59,Masculino,Camisa,32.0,Cartao de Debito,2,Mensal
1949,54,Masculino,Camiseta,37.0,Cartao de Debito,39,Duas vezes/semana
1950,63,Masculino,Vestido,80.0,Venmo,12,Trimestral
1951,43,Masculino,Mochila,78.0,Dinheiro,26,A cada 3 meses
1952,33,Masculino,Luvas,53.0,Transferencia Bancaria,32,Duas vezes/semana
1953,57,Masculino,Sapato,82.0,PayPal,50,Duas vezes/semana
1954,25,Masculino,Saia,33.0,Dinheiro,3,Quinzenal
1955,26,Masculino,Luvas,77.0,Transferencia Bancaria,3,Trimestral
1956,50,Masculino,Agasalho,56.0,Cartao de Credito,37,Mensal
1957,70,Masculino,Meias,37.0,Dinheiro,20,Quinzenal
1958,68,Masculino,Luvas,54.0,Venmo,26,Duas vezes/semana
1959,39,Masculino,Shorts,67.0,Dinheiro,47,Trimestral
1960,46,Masculino,Sapato,90.0,Cartao de Credito,7,A cada 3 meses
1961,57,Masculino,Jeans,72.0,Transferencia Bancaria,40,Anual
1962,47,Masculino,Botas,59.0,Dinheiro,45,Trimestral
1963,40,Masculino,Bone,45.0,Cartao de Debito,20,Quinzenal
1964,52,Masculino,Shorts,30.0,Transferencia Bancaria,11,Semanal
1965,40,Masculino,Calca,51.0,PayPal,50,Mensal
1966,67,Masculino,Sueter,90.0,Venmo,25,Trimestral
1967,67,Masculino,Jaqueta,95.0,Venmo,5,Quinzenal
1968,37,Masculino,Vestido,81.0,Venmo,4,Anual
1969,67,Masculino,Camisa,70.0,Cartao de Credito,25,Semanal
1970,64,Masculino,Vestido,32.0,PayPal,11,Quinzenal
1971,28,Masculino,Cinto,94.0,Cartao de Debito,4,Duas vezes/semana
1972,54,Masculino,Bone,29.0,PayPal,1,Mensal
1973,54,Masculino,Mochila,31.0,Cartao de Debito,48,A cada 3 meses
1974,24,Masculino,Saia,20.0,Cartao de Debito,9,A cada 3 meses
1975,27,Masculino,Luvas,44.0,Cartao de Credito,2,Quinzenal
1976,53,Masculino,Jaqueta,77.0,Cartao de Credito,4,Trimestral
1977,32,Masculino,Bolsa,51.0,Cartao de Debito,43,Quinzenal
1978,24,Masculino,Sandalias,49.0,Cartao de Debito,32,Anual
1979,45,Masculino,Óculos de Sol,78.0,Dinheiro,1,Trimestral
1980,49,Masculino,Jeans,98.0,PayPal,38,Quinzenal
1981,51,Masculino,Sandalias,94.0,Venmo,25,Quinzenal
1982,69,Masculino,Sapato,91.0,Dinheiro,42,Trimestral
1983,41,Masculino,Óculos de Sol,77.0,PayPal,32,Mensal
1984,59,Masculino,Cachecol,97.0,Cartao de Credito,21,Trimestral
1985,26,Masculino,Saia,58.0,Transferencia Bancaria,26,Quinzenal
1986,23,Masculino,Luvas,97.0,Dinheiro,6,Quinzenal
1987,62,Masculino,Casaco,48.0,Cartao de Debito,14,Trimestral
1988,69,Masculino,Cinto,23.0,Cartao de Debito,4,Trimestral
1989,46,Masculino,Calca,79.0,Cartao de Credito,26,Semanal
1990,35,Masculino,Joias,42.0,Dinheiro,39,Duas vezes/semana
1991,32,Masculino,Mochila,95.0,Cartao de Debito,15,Anual
1992,46,Masculino,Tenis,29.0,Venmo,1,A cada 3 meses
1993,33,Masculino,Agasalho,98.0,PayPal,28,Mensal
1994,32,Masculino,Blusa,96.0,Dinheiro,17,Semanal
1995,33,Masculino,Óculos de Sol,66.0,Transferencia Bancaria,24,Semanal
1996,67,Masculino,Botas,80.0,Cartao de Credito,29,Trimestral
1997,67,Masculino,Tenis,27.0,Dinheiro,18,A cada 3 meses
1998,42,Masculino,Mochila,25.0,PayPal,10,Duas vezes/semana
1999,20,Masculino,Calca,45.0,Cartao de Debito,19,Trimestral
2000,39,Masculino,Meias,89.0,Cartao de Credito,26,Mensal
2001,26,Masculino,Cinto,27.0,Venmo,25,Duas vezes/semana
2002,51,Masculino,Óculos de Sol,90.0,Cartao de Debito,2,Quinzenal
2003,31,Masculino,Camisa,65.0,Dinheiro,19,A cada 3 meses
2004,68,Masculino,Tenis,72.0,Venmo,32,Trimestral
2005,44,Masculino,Sapato,70.0,Dinheiro,13,Duas vezes/semana
2006,18,Masculino,Sandalias,82.0,PayPal,30,Quinzenal
2007,58,Masculino,Cachecol,97.0,Cartao de Debito,2,Anual
2008,26,Masculino,Camisa,25.0,Dinheiro,8,Trimestral
2009,57,Masculino,Saia,48.0,PayPal,27,A cada 3 meses
2010,37,Masculino,Botas,99.0,Venmo,26,Duas vezes/semana
2011,24,Masculino,Sueter,21.0,Venmo,3,Duas vezes/semana
2012,57,Masculino,Sandalias,94.0,Cartao de Debito,4,Mensal
2013,48,Masculino,Jeans,53.0,Transferencia Bancaria,5,Quinzenal
2014,39,Masculino,Mochila,70.0,PayPal,25,Trimestral
2015,51,Masculino,Saia,26.0,Venmo,47,Duas vezes/semana
2016,57,Masculino,Cinto,82.0,Cartao de Debito,8,Quinzenal
2017,53,Masculino,Sapato,47.0,Cartao de Credito,20,Quinzenal
2018,70,Masculino,Meias,32.0,Venmo,42,A cada 3 meses
2019,60,Masculino,Mochila,97.0,Cartao de Debito,20,Semanal
2020,31,Masculino,Camisa,68.0,PayPal,23,Quinzenal
2021,41,Masculino,Sueter,23.0,Cartao de Credito,26,Trimestral
2022,62,Masculino,Bolsa,33.0,Cartao de Debito,48,Trimestral
2023,59,Masculino,Joias,38.0,Transferencia Bancaria,16,Duas vezes/semana
2024,46,Masculino,Meias,68.0,Transferencia Bancaria,28,Duas vezes/semana
2025,62,Masculino,Meias,23.0,Transferencia Bancaria,39,Semanal
2026,42,Masculino,Camisa,29.0,Transferencia Bancaria,43,Quinzenal
2027,37,Masculino,Cachecol,35.0,Transferencia Bancaria,45,A cada 3 meses
2028,50,Masculino,Sapato,73.0,Venmo,50,A cada 3 meses
2029,29,Masculino,Sapato,84.0,Dinheiro,10,Duas vezes/semana
2030,25,Masculino,Cachecol,23.0,Transferencia Bancaria,40,Trimestral
2031,66,Masculino,Óculos de Sol,67.0,Venmo,38,Mensal
2032,21,Masculino,Meias,51.0,Cartao de Credito,2,Mensal
2033,46,Masculino,Blusa,36.0,Cartao de Credito,13,Anual
2034,57,Masculino,Jeans,55.0,Dinheiro,33,Anual
2035,61,Masculino,Shorts,30.0,Cartao de Credito,27,Mensal
2036,53,Masculino,Camiseta,70.0,Venmo,43,Semanal
2037,37,Masculino,Blusa,63.0,PayPal,46,Semanal
2038,39,Masculino,Cinto,87.0,Dinheiro,7,Duas vezes/semana
2039,53,Masculino,Blusa,70.0,Cartao de Debito,35,Quinzenal
2040,35,Masculino,Camiseta,51.0,Dinheiro,31,Duas vezes/semana
2041,69,Masculino,Joias,25.0,Cartao de Debito,42,Trimestral
2042,66,Masculino,Jaqueta,32.0,Dinheiro,14,Duas vezes/semana
2043,19,Masculino,Sapato,52.0,Cartao de Credito,35,Mensal
2044,47,Masculino,Luvas,33.0,PayPal,49,Semanal
2045,49,Masculino,Jeans,68.0,Dinheiro,17,Quinzenal
2046,31,Masculino,Joias,20.0,PayPal,26,Trimestral
2047,39,Masculino,Calca,32.0,Transferencia Bancaria,30,A cada 3 meses
2048,58,Masculino,Joias,82.0,Dinheiro,32,Anual
2049,45,Masculino,Tenis,64.0,Cartao de Credito,35,Trimestral
2050,68,Masculino,Botas,24.0,Cartao de Debito,15,Anual
2051,35,Masculino,Bone,96.0,Cartao de Credito,10,Anual
2052,65,Masculino,Camiseta,94.0,Dinheiro,14,Mensal
2053,45,Masculino,Mochila,48.0,PayPal,30,Anual
2054,19,Masculino,Óculos de Sol,60.0,Transferencia Bancaria,16,Quinzenal
2055,65,Masculino,Sueter,56.0,PayPal,14,Anual
2056,28,Masculino,Bolsa,33.0,Cartao de Debito,28,Semanal
2057,55,Masculino,Mochila,46.0,Dinheiro,29,Mensal
2058,66,Masculino,Meias,37.0,Cartao de Credito,5,A cada 3 meses
2059,29,Masculino,Camisa,98.0,Cartao de Debito,17,Trimestral
2060,56,Masculino,Shorts,50.0,Dinheiro,50,Semanal
2061,21,Masculino,Cinto,63.0,Cartao de Debito,23,Trimestral
2062,32,Masculino,Sueter,70.0,PayPal,22,Anual
2063,54,Masculino,Casaco,63.0,PayPal,15,Trimestral
2064,61,Masculino,Shorts,86.0,Venmo,32,Mensal
2065,31,Masculino,Sapato,99.0,Transferencia Bancaria,5,Mensal
2066,27,Masculino,Tenis,40.0,PayPal,6,Duas vezes/semana
2067,64,Masculino,Tenis,92.0,Cartao de Credito,44,Quinzenal
2068,60,Masculino,Calca,21.0,Dinheiro,23,Quinzenal
2069,70,Masculino,Joias,81.0,Cartao de Credito,44,Mensal
2070,36,Masculino,Camiseta,82.0,Dinheiro,3,Trimestral
2071,56,Masculino,Joias,88.0,Dinheiro,14,Mensal
2072,69,Masculino,Jaqueta,100.0,Cartao de Debito,37,Trimestral
2073,39,Masculino,Mochila,66.0,Cartao de Credito,22,Semanal
2074,38,Masculino,Cinto,25.0,Cartao de Debito,2,A cada 3 meses
2075,36,Masculino,Cachecol,53.0,Cartao de Credito,44,Quinzenal
2076,46,Masculino,Sueter,28.0,Transferencia Bancaria,49,Mensal
2077,59,Masculino,Luvas,23.0,Dinheiro,22,Duas vezes/semana
2078,64,Masculino,Cachecol,34.0,Transferencia Bancaria,26,Anual
2079,49,Masculino,Vestido,42.0,Venmo,40,Semanal
2080,32,Masculino,Jeans,24.0,Cartao de Debito,16,Trimestral
2081,29,Masculino,Óculos de Sol,47.0,Cartao de Credito,17,Duas vezes/semana
2082,24,Masculino,Casaco,78.0,Cartao de Credito,48,Duas vezes/semana
2083,41,Masculino,Jeans,89.0,Dinheiro,28,A cada 3 meses
2084,41,Masculino,Cachecol,59.0,Cartao de Credito,26,Quinzenal
2085,32,Masculino,Blusa,94.0,Transferencia Bancaria,43,Trimestral
2086,69,Masculino,Jeans,49.0,Dinheiro,38,Semanal
2087,65,Masculino,Vestido,89.0,Cartao de Credito,36,A cada 3 meses
2088,54,Masculino,Bone,91.0,Cartao de Credito,1,Semanal
2089,39,Masculino,Sandalias,89.0,Dinheiro,49,Anual
2090,37,Masculino,Jaqueta,57.0,Dinheiro,41,A cada 3 meses
2091,51,Masculino,Meias,71.0,Cartao de Debito,21,Mensal
2092,26,Masculino,Jeans,97.0,PayPal,24,Trimestral
2093,42,Masculino,Sandalias,45.0,Transferencia Bancaria,27,Semanal
2094,21,Masculino,Vestido,91.0,Venmo,4,Anual
2095,53,Masculino,Meias,25.0,Transferencia Bancaria,19,Anual
2096,36,Masculino,Agasalho,63.0,Cartao de Credito,1,Quinzenal
2097,21,Masculino,Vestido,52.0,Cartao de Debito,27,Anual
2098,33,Masculino,Tenis,43.0,Cartao de Credito,5,Semanal
2099,49,Masculino,Camiseta,28.0,Cartao de Credito,20,Trimestral
2100,31,Masculino,Camiseta,78.0,Cartao de Debito,50,Anual
2101,68,Masculino,Sueter,31.0,PayPal,36,Quinzenal
2102,49,Masculino,Camisa,23.0,Dinheiro,12,Duas vezes/semana
2103,23,Masculino,Bone,25.0,PayPal,23,Mensal
2104,30,Masculino,Calca,86.0,PayPal,21,Semanal
2105,53,Masculino,Sapato,88.0,Transferencia Bancaria,47,Semanal
2106,65,Masculino,Luvas,35.0,Cartao de Credito,38,Duas vezes/semana
2107,60,Masculino,Joias,34.0,Dinheiro,40,A cada 3 meses
2108,46,Masculino,Calca,75.0,PayPal,35,Trimestral
2109,54,Masculino,Agasalho,46.0,Cartao de Debito,4,Trimestral
2110,59,Masculino,Joias,31.0,Dinheiro,28,A cada 3 meses
2111,52,Masculino,Meias,93.0,Dinheiro,36,A cada 3 meses
2112,41,Masculino,Óculos de Sol,85.0,Cartao de Credito,15,Anual
2113,43,Masculino,Cinto,68.0,Cartao de Credito,7,Quinzenal
2114,63,Masculino,Vestido,40.0,Cartao de Credito,29,A cada 3 meses
2115,37,Masculino,Camisa,51.0,Cartao de Credito,12,Anual
2116,44,Masculino,Cachecol,85.0,Cartao de Credito,16,Duas vezes/semana
2117,67,Masculino,Jaqueta,23.0,PayPal,50,Duas vezes/semana
2118,27,Masculino,Vestido,28.0,Transferencia Bancaria,11,Anual
2119,60,Masculino,Meias,44.0,Transferencia Bancaria,28,Trimestral
2120,58,Masculino,Joias,57.0,Cartao de Debito,36,Duas vezes/semana
2121,53,Masculino,Cachecol,98.0,Venmo,38,Trimestral
2122,43,Masculino,Mochila,68.0,Cartao de Credito,32,Mensal
2123,32,Masculino,Jaqueta,36.0,PayPal,42,Semanal
2124,54,Masculino,Casaco,71.0,Dinheiro,22,Duas vezes/semana
2125,47,Masculino,Saia,60.0,Venmo,22,Trimestral
2126,57,Masculino,Casaco,87.0,Cartao de Credito,31,Trimestral
2127,63,Masculino,Sapato,38.0,PayPal,28,Mensal
2128,70,Masculino,Botas,45.0,Cartao de Credito,40,Semanal
2129,62,Masculino,Casaco,47.0,PayPal,21,Semanal
2130,40,Masculino,Saia,57.0,Cartao de Credito,12,A cada 3 meses
2131,25,Masculino,Mochila,68.0,Cartao de Debito,33,Anual
2132,19,Masculino,Shorts,52.0,Cartao de Credito,9,Quinzenal
2133,25,Masculino,Saia,87.0,PayPal,15,Semanal
2134,21,Masculino,Bone,34.0,PayPal,13,Anual
2135,55,Masculino,Sandalias,41.0,Venmo,35,Quinzenal
2136,34,Masculino,Óculos de Sol,94.0,Cartao de Credito,1,A cada 3 meses
2137,47,Masculino,Óculos de Sol,93.0,Transferencia Bancaria,25,Quinzenal
2138,27,Masculino,Meias,51.0,Transferencia Bancaria,20,A cada 3 meses
2139,67,Masculino,Sueter,42.0,Venmo,36,Trimestral
2140,40,Masculino,Botas,95.0,Cartao de Credito,33,Semanal
2141,53,Masculino,Bolsa,90.0,Dinheiro,36,Quinzenal
2142,24,Masculino,Vestido,98.0,Cartao de Credito,32,Anual
2143,47,Masculino,Bone,39.0,Venmo,21,Trimestral
2144,53,Masculino,Sandalias,66.0,Cartao de Debito,48,Duas vezes/semana
2145,47,Masculino,Sapato,23.0,Dinheiro,25,Trimestral
2146,38,Masculino,Saia,73.0,Cartao de Debito,32,Anual
2147,48,Masculino,Óculos de Sol,23.0,Cartao de Debito,45,A cada 3 meses
2148,47,Masculino,Saia,43.0,PayPal,4,Quinzenal
2149,19,Masculino,Camiseta,45.0,PayPal,19,Duas vezes/semana
2150,38,Masculino,Sandalias,21.0,Transferencia Bancaria,1,Semanal
2151,57,Masculino,Camisa,40.0,PayPal,12,Semanal
2152,70,Masculino,Jeans,58.0,Venmo,18,Mensal
2153,38,Masculino,Shorts,48.0,Transferencia Bancaria,43,Duas vezes/semana
2154,35,Masculino,Camisa,94.0,Cartao de Credito,31,Anual
2155,46,Masculino,Cachecol,74.0,Cartao de Debito,33,A cada 3 meses
2156,32,Masculino,Bolsa,51.0,Cartao de Debito,46,Mensal
2157,38,Masculino,Saia,83.0,PayPal,41,Duas vezes/semana
2158,41,Masculino,Bolsa,68.0,Cartao de Debito,41,Quinzenal
2159,19,Masculino,Luvas,84.0,Cartao de Credito,9,Quinzenal
2160,18,Masculino,Camisa,58.0,PayPal,34,Anual
2161,45,Masculino,Blusa,92.0,Transferencia Bancaria,21,Anual
2162,23,Masculino,Vestido,69.0,Cartao de Credito,5,Quinzenal
2163,60,Masculino,Shorts,48.0,Cartao de Credito,32,Semanal
2164,52,Masculino,Sapato,60.0,Transferencia Bancaria,44,Mensal
2165,42,Masculino,Sandalias,20.0,Venmo,46,Duas vezes/semana
2166,29,Masculino,Calca,55.0,Transferencia Bancaria,42,A cada 3 meses
2167,31,Masculino,Jaqueta,88.0,Venmo,50,Duas vezes/semana
2168,30,Masculino,Saia,48.0,Venmo,33,Quinzenal
2169,23,Masculino,Bolsa,74.0,Transferencia Bancaria,32,Trimestral
2170,31,Masculino,Casaco,42.0,PayPal,32,Duas vezes/semana
2171,40,Masculino,Sueter,32.0,PayPal,37,A cada 3 meses
2172,39,Masculino,Shorts,98.0,Cartao de Credito,9,Quinzenal
2173,28,Masculino,Saia,89.0,Transferencia Bancaria,6,Quinzenal
2174,23,Masculino,Luvas,97.0,Dinheiro,36,Trimestral
2175,42,Masculino,Mochila,49.0,Dinheiro,1,Anual
2176,68,Masculino,Vestido,50.0,Transferencia Bancaria,48,Quinzenal
2177,24,Masculino,Cinto,91.0,Venmo,44,Trimestral
2178,24,Masculino,Luvas,93.0,Transferencia Bancaria,9,Duas vezes/semana
2179,21,Masculino,Joias,98.0,Cartao de Debito,32,Anual
2180,49,Masculino,Meias,82.0,Cartao de Credito,14,Mensal
2181,41,Masculino,Casaco,37.0,Cartao de Debito,43,Trimestral
2182,22,Masculino,Bolsa,63.0,Venmo,32,Duas vezes/semana
2183,42,Masculino,Blusa,99.0,Dinheiro,26,Duas vezes/semana
2184,30,Masculino,Shorts,37.0,PayPal,2,Mensal
2185,38,Masculino,Sapato,34.0,PayPal,16,A cada 3 meses
2186,40,Masculino,Shorts,32.0,Venmo,50,A cada 3 meses
2187,55,Masculino,Sandalias,23.0,Transferencia Bancaria,6,A cada 3 meses
2188,37,Masculino,Blusa,78.0,Venmo,20,Anual
2189,41,Masculino,Casaco,54.0,PayPal,9,Semanal
2190,38,Masculino,Blusa,94.0,PayPal,47,Duas vezes/semana
2191,42,Masculino,Cinto,75.0,Cartao de Debito,33,Anual
2192,26,Masculino,Blusa,69.0,Venmo,46,Duas vezes/semana
2193,41,Masculino,Cachecol,35.0,Transferencia Bancaria,9,Mensal
2194,27,Masculino,Camisa,78.0,Transferencia Bancaria,8,Mensal
2195,61,Masculino,Meias,29.0,Cartao de Debito,48,Trimestral
2196,58,Masculino,Jeans,62.0,Cartao de Credito,2,Mensal
2197,25,Masculino,Vestido,58.0,Venmo,31,Semanal
2198,33,Masculino,Botas,88.0,PayPal,40,Mensal
2199,57,Masculino,Cachecol,80.0,Dinheiro,35,Mensal
2200,39,Masculino,Cachecol,47.0,Transferencia Bancaria,40,Mensal
2201,60,Masculino,Luvas,51.0,PayPal,27,A cada 3 meses
2202,39,Masculino,Calca,25.0,Transferencia Bancaria,10,Anual
2203,42,Masculino,Vestido,36.0,PayPal,23,Semanal
2204,53,Masculino,Vestido,79.0,Venmo,32,Trimestral
2205,20,Masculino,Jeans,41.0,Venmo,6,Mensal
2206,46,Masculino,Sueter,68.0,PayPal,27,Semanal
2207,46,Masculino,Sandalias,51.0,PayPal,25,Quinzenal
2208,69,Masculino,Bolsa,38.0,Cartao de Debito,11,Anual
2209,28,Masculino,Cachecol,46.0,Cartao de Debito,23,Mensal
2210,42,Masculino,Sandalias,20.0,Cartao de Credito,44,Trimestral
2211,30,Masculino,Óculos de Sol,25.0,Venmo,35,Quinzenal
2212,50,Masculino,Sueter,89.0,PayPal,45,A cada 3 meses
2213,59,Masculino,Calca,77.0,PayPal,22,Trimestral
2214,54,Masculino,Bone,94.0,Cartao de Credito,18,Trimestral
2215,50,Masculino,Cinto,100.0,Dinheiro,20,Semanal
2216,25,Masculino,Sandalias,96.0,Cartao de Debito,28,Quinzenal
2217,41,Masculino,Calca,36.0,Cartao de Credito,15,Duas vezes/semana
2218,35,Masculino,Joias,27.0,Transferencia Bancaria,42,Quinzenal
2219,67,Masculino,Óculos de Sol,67.0,Dinheiro,20,Trimestral
2220,33,Masculino,Blusa,91.0,PayPal,16,Quinzenal
2221,19,Masculino,Cinto,62.0,Dinheiro,47,Anual
2222,25,Masculino,Shorts,88.0,Cartao de Debito,34,Anual
2223,32,Masculino,Calca,66.0,PayPal,30,Semanal
2224,30,Masculino,Sandalias,65.0,Cartao de Credito,5,Trimestral
2225,18,Masculino,Luvas,25.0,Cartao de Credito,38,Trimestral
2226,38,Masculino,Cinto,64.0,Cartao de Credito,18,Anual
2227,22,Masculino,Camisa,72.0,Cartao de Credito,28,Anual
2228,40,Masculino,Cachecol,74.0,Venmo,42,Quinzenal
2229,54,Masculino,Luvas,50.0,Cartao de Debito,5,Semanal
2230,70,Masculino,Calca,97.0,Transferencia Bancaria,50,Mensal
2231,52,Masculino,Tenis,36.0,Cartao de Debito,33,Quinzenal
2232,34,Masculino,Jaqueta,49.0,Dinheiro,1,Semanal
2233,65,Masculino,Sapato,64.0,Transferencia Bancaria,14,Quinzenal
2234,38,Masculino,Blusa,31.0,Cartao de Credito,48,Mensal
2235,35,Masculino,Botas,66.0,Dinheiro,26,Semanal
2236,40,Masculino,Meias,82.0,Cartao de Credito,44,Anual
2237,23,Masculino,Camiseta,88.0,Venmo,18,Quinzenal
2238,45,Masculino,Sandalias,34.0,Transferencia Bancaria,31,A cada 3 meses
2239,40,Masculino,Tenis,84.0,Cartao de Credito,18,Semanal
2240,42,Masculino,Joias,96.0,Transferencia Bancaria,41,A cada 3 meses
2241,57,Masculino,Sandalias,71.0,Cartao de Credito,18,A cada 3 meses
2242,18,Masculino,Jaqueta,77.0,Transferencia Bancaria,3,Duas vezes/semana
2243,18,Masculino,Saia,66.0,PayPal,5,Duas vezes/semana
2244,56,Masculino,Camisa,21.0,Dinheiro,13,Anual
2245,35,Masculino,Shorts,37.0,Cartao de Credito,22,Anual
2246,49,Masculino,Meias,90.0,Venmo,45,Quinzenal
2247,49,Masculino,Jaqueta,96.0,Dinheiro,39,A cada 3 meses
2248,34,Masculino,Joias,37.0,PayPal,18,Anual
2249,63,Masculino,Camiseta,66.0,Dinheiro,19,Quinzenal
2250,42,Masculino,Luvas,45.0,Transferencia Bancaria,29,Semanal
2251,41,Masculino,Sapato,89.0,Venmo,19,Semanal
2252,26,Masculino,Sapato,94.0,PayPal,22,Mensal
2253,48,Masculino,Sapato,96.0,Venmo,21,Anual
2254,62,Masculino,Agasalho,31.0,Cartao de Credito,22,Mensal
2255,24,Masculino,Cinto,79.0,Venmo,44,A cada 3 meses
2256,48,Masculino,Casaco,39.0,Venmo,42,Trimestral
2257,31,Masculino,Blusa,22.0,Cartao de Debito,33,Trimestral
2258,41,Masculino,Saia,32.0,PayPal,6,Anual
2259,24,Masculino,Camiseta,71.0,Transferencia Bancaria,44,A cada 3 meses
2260,60,Masculino,Jeans,96.0,Venmo,24,Anual
2261,38,Masculino,Cachecol,82.0,Venmo,16,Trimestral
2262,58,Masculino,Mochila,76.0,Dinheiro,12,Quinzenal
2263,53,Masculino,Mochila,22.0,Venmo,50,Mensal
2264,44,Masculino,Cachecol,40.0,PayPal,42,Trimestral
2265,51,Masculino,Bone,92.0,Transferencia Bancaria,50,Mensal
2266,36,Masculino,Casaco,94.0,Transferencia Bancaria,10,Trimestral
2267,20,Masculino,Vestido,44.0,Transferencia Bancaria,32,Semanal
2268,32,Masculino,Luvas,49.0,Venmo,37,Semanal
2269,66,Masculino,Sueter,26.0,Cartao de Credito,15,Mensal
2270,49,Masculino,Saia,38.0,Cartao de Credito,27,Anual
2271,27,Masculino,Blusa,72.0,Cartao de Debito,7,Semanal
2272,29,Masculino,Vestido,99.0,Dinheiro,49,Trimestral
2273,29,Masculino,Jaqueta,38.0,Venmo,44,Mensal
2274,55,Masculino,Casaco,96.0,Cartao de Credito,13,Duas vezes/semana
2275,57,Masculino,Vestido,27.0,Dinheiro,38,Quinzenal
2276,29,Masculino,Shorts,24.0,PayPal,10,Semanal
2277,31,Masculino,Jeans,82.0,Transferencia Bancaria,25,Semanal
2278,25,Masculino,Bone,56.0,Transferencia Bancaria,18,Trimestral
2279,61,Masculino,Luvas,25.0,Dinheiro,6,A cada 3 meses
2280,53,Masculino,Tenis,67.0,Transferencia Bancaria,35,Trimestral
2281,22,Masculino,Sapato,21.0,Transferencia Bancaria,31,Quinzenal
2282,28,Masculino,Agasalho,27.0,Transferencia Bancaria,41,Anual
2283,18,Masculino,Tenis,97.0,Cartao de Debito,8,Anual
2284,44,Masculino,Bolsa,45.0,Dinheiro,34,Quinzenal
2285,32,Masculino,Blusa,63.0,Dinheiro,20,Anual
2286,34,Masculino,Cinto,100.0,Dinheiro,38,A cada 3 meses
2287,67,Masculino,Meias,38.0,PayPal,35,Trimestral
2288,66,Masculino,Blusa,45.0,PayPal,6,Anual
2289,28,Masculino,Joias,91.0,Cartao de Credito,50,Semanal
2290,70,Masculino,Shorts,82.0,PayPal,47,Semanal
2291,37,Masculino,Botas,48.0,Venmo,23,Trimestral
2292,28,Masculino,Casaco,30.0,PayPal,13,Trimestral
2293,43,Masculino,Camiseta,34.0,Cartao de Debito,31,Mensal
2294,37,Masculino,Sueter,68.0,PayPal,16,A cada 3 meses
2295,54,Masculino,Óculos de Sol,95.0,Venmo,40,Anual
2296,50,Masculino,Bone,22.0,Cartao de Credito,45,Trimestral
2297,46,Masculino,Luvas,88.0,PayPal,50,A cada 3 meses
2298,60,Masculino,Meias,83.0,PayPal,1,Trimestral
2299,40,Masculino,Bolsa,87.0,PayPal,10,A cada 3 meses
2300,64,Masculino,Casaco,57.0,Cartao de Debito,48,A cada 3 meses
2301,18,Masculino,Casaco,88.0,Venmo,38,Mensal
2302,37,Masculino,Calca,20.0,Cartao de Debito,21,Anual
2303,36,Masculino,Cinto,39.0,Dinheiro,38,Mensal
2304,51,Masculino,Óculos de Sol,71.0,Transferencia Bancaria,31,Quinzenal
2305,26,Masculino,Agasalho,73.0,Transferencia Bancaria,9,Quinzenal
2306,68,Masculino,Bolsa,63.0,Dinheiro,47,Semanal
2307,27,Masculino,Luvas,78.0,Dinheiro,8,Duas vezes/semana
2308,28,Masculino,Saia,96.0,Transferencia Bancaria,30,Anual
2309,49,Masculino,Óculos de Sol,81.0,Transferencia Bancaria,22,Trimestral
2310,70,Masculino,Vestido,95.0,Dinheiro,3,Trimestral
2311,30,Masculino,Luvas,68.0,Cartao de Credito,15,Mensal
2312,27,Masculino,Tenis,28.0,PayPal,10,A cada 3 meses
2313,19,Masculino,Camiseta,30.0,PayPal,19,A cada 3 meses
2314,64,Masculino,Vestido,31.0,Venmo,36,Quinzenal
2315,42,Masculino,Bolsa,95.0,Venmo,12,A cada 3 meses
2316,69,Masculino,Meias,79.0,Dinheiro,49,Trimestral
2317,28,Masculino,Tenis,39.0,Cartao de Credito,7,Anual
2318,47,Masculino,Jaqueta,34.0,Cartao de Debito,28,Mensal
2319,69,Masculino,Agasalho,28.0,PayPal,30,Anual
